"Longitude","Latitude","bias"
-73.284437,42.878812,2.92016907213293
-92.913548,44.794259,97.3104169621829
-73.599297,41.561798,31.3122059930728
-73.602438,40.750187,902.085510701148
-73.516937,40.754562,602.119335386607
-94.92068,39.35923,15.9694262984154
-92.915703,44.809898,194.496212134976
-92.964936,44.963022,78.9223803650056
-75.658263,39.629279,197.150191994563
-75.168565123,40.199111668,22.6977317403074
-93.051399,44.870098,270.789558045761
-73.698186,40.825656,170.682797611157
-92.992558,44.834841,143.461009396644
-73.5103,41.9534,23.2506207359837
-92.968061,44.800989,190.889920930617
-75.090775775,40.204766683,75.7867808082876
-92.943822,44.827745,217.73473644685
-92.823043,44.767174,70.6050766741232
-92.86821,44.779779,65.5350870208294
-114.383009122,35.025108886,17.3487471421845
-122.032619,47.530101,58.2046362959879
-92.991917,44.889224,77.7938973372057
-92.924042,44.810256,310.508059668045
-92.851402,44.744301,225.540102421803
-92.882863,44.878895,48.7808428796408
-92.999769,44.866853,107.788852413583
-92.930944,44.996573,218.062494711532
-87.216915,30.421309,13.4679140499099
-76.810365963,40.283814974,32.0889459447602
-73.202614,40.825654,610.479217647326
-75.15796379,40.248838634,32.3795898468178
-92.947996,44.890135,108.630397865011
-92.866781,44.772,71.0544933287692
-92.904567,44.877196,79.1805176689763
-92.909148,44.809169,153.578408979889
-92.830737,44.947665,17.6807224617
-85.164673,34.257038,13.0666829615201
-85.679563,34.151688,0.607994975084993
-92.991854,44.889107,77.7772009710349
-92.95938,44.923855,172.558669062343
-92.842003,44.951099,22.9701670843339
-112.375606207,33.492003919,163.546286077163
-84.951054,34.502587,0.957354851573641
-70.77428,43.439163,2.62439856089532
-92.962191,44.777448,50.0092364442476
-94.885849,47.487536,57.9499420132621
-122.49483,47.13463,13.8419312502191
-89.027187,42.378937,389.570512645057
-92.919998,44.950901,177.684877933632
-92.879377,44.9958,79.2260699116641
-82.181195,28.23362,5.59578466735452
-89.075312,42.225062,1860.52770162322
-75.139067099,40.298043605,10.6590299553053
-86.867129,34.242926,1.10168943428661
-111.932538898,33.387587656,2809.22311966315
-80.23477609,27.184671641,4.46617205844068
-85.784413,34.439533,1.06370541025579
-93.02758,44.87598,169.850038206562
-76.780460936,40.14507618,27.5794778062915
-74.010418,41.503427,53.2302368157562
-87.088346,34.606759,14.6564471097062
-96.25325,29.17181,6.62172395519006
-89.621227,42.296686,64.0469602812208
-92.903168,44.9496779,150.398220022059
-74.023752,41.476761,79.9690624980704
-86.041917,33.95482,1.39024699683509
-77.852905,40.852902,883.665717397438
-75.208020056,40.287580902,42.0370508503925
-86.190188,33.707188,0.803942462739632
-111.866444,33.494481,543.852788454594
-92.993698,44.889999,81.5121614712635
-73.344704,42.751099,0.917844026985469
-112.468761,34.5399962,381.6462688677
-67.800062,46.127312,2.1772355406518
-88.057187,30.849938,3.42425420520491
-75.566817,39.66204,1093.1005592897
-87.293353,34.481206,0.90221471215467
-73.359901,42.741001,0.462973585569302
-68.7778138,44.8011821,67.8223350066877
-87.521707,41.494202,86.6903109290926
